spanish,english,POS,lemma,lemma_valid
crítica,"criticism, critique",NOUN,crítica,True
culpa,"blame, fault",NOUN,culpa,True
derecha,"right, right hand",NOUN,derecha,True
disciplina,"discipline, subject",NOUN,disciplina,True
discusión,"discussion, argument",NOUN,discusión,True
disposición,"disposal, disposition",NOUN,disposición,True
entrevista,"interview, meeting",NOUN,entrevista,True
escena,"scene, stage, setting",NOUN,escena,True
espalda,back (body),NOUN,espalda,True
estación,"station, season",NOUN,estación,True
estrella,star (nf),NOUN,estrella,True
estructura,structure,NOUN,estructura,True
excepción,exception,NOUN,excepción,True
fábrica,"factory, manufacture",NOUN,fábrica,True
facilidad,"ease, facility",NOUN,facilidad,True
facultad,"faculty, ability",NOUN,facultad,True
fe,faith,NOUN,fe,True
fotografía,photograph,NOUN,fotografía,True
frecuencia,frequency,NOUN,frecuencia,True
frontera,"border, frontier",NOUN,frontera,True
gana,desire,NOUN,gana,True
hermana,sister,NOUN,hermana,True
iglesia,church,NOUN,iglesia,True
ilusión,"illusion, hope, dream",NOUN,ilusión,True
influencia,influence,NOUN,influencia,True
inquietud,"restlessness, anxiety",NOUN,inquietud,True
institución,institution,NOUN,institución,True
inteligencia,intelligence,NOUN,inteligencia,True
interpretación,"interpretation, interpreting",NOUN,interpretación,True
isla,island,NOUN,isla,True
justicia,"justice, fairness",NOUN,justicia,True
juventud,youth,NOUN,juventud,True
leche,milk,NOUN,leche,True
lista,"list, roster, roll",NOUN,lista,True
literatura,literature,NOUN,literatura,True
llamada,"call, knock",NOUN,llamada,True
lluvia,rain,NOUN,lluvia,True
mañana,tomorrow (adv),ADV,mañana,True
marca,"mark, brand, trademark",NOUN,marca,True
mirada,"gaze, look",NOUN,mirada,True
misión,"mission, task",NOUN,misión,True
moda,"fashion, form",NOUN,moda,True
moneda,"coins, currency",NOUN,moneda,True
montaña,mountain (nf),NOUN,montaña,True
niña,"child, young girl",NOUN,niña,True
norma,"standard, pattern, norm",NOUN,norma,True
novela,novel,NOUN,novela,True
obligación,obligation,NOUN,obligación,True
oficina,office,NOUN,oficina,True
organización,organization,NOUN,organización,True
página,page,NOUN,página,True
participación,"participation, involvement",NOUN,participación,True
partida,"game, match, departure",NOUN,partida,True
pasión,"passion, desire",NOUN,pasión,True
pérdida,loss,NOUN,pérdida,True
personalidad,"personality, celebrity",NOUN,personalidad,True
perspectiva,perspective,NOUN,perspectiva,True
pierna,leg,NOUN,pierna,True
pintura,"painting, paint",NOUN,pintura,True
plata,"silver, money",NOUN,plata,True
plaza,"square, marketplace",NOUN,plaza,True
prensa,press,NOUN,prensa,True
profesión,"profession, occupation",NOUN,profesión,True
profundidad,"depth, profundity",NOUN,profundidad,True
punta,"tip, point",NOUN,punta,True
raíz,root,NOUN,raíz,True
rama,"branch, bough, limb",NOUN,rama,True
reacción,reaction,NOUN,reacción,True
referencia,"reference, allusion",NOUN,referencia,True
región,region,NOUN,región,True
regla,"rule, ruler, regulation",NOUN,regla,True
religión,religion,NOUN,religión,True
representación,representation,NOUN,representación,True
resistencia,"resistance, opposition",NOUN,resistencia,True
riqueza,"riches, wealth",NOUN,riqueza,True
ropa,"clothes, clothing",NOUN,ropa,True
rueda,wheel,NOUN,rueda,True
satisfacción,satisfaction,NOUN,satisfacción,True
señal,"sign, mark, token",NOUN,señal,True
sensación,"sensation, feeling",NOUN,sensación,True
silla,"chair, seat",NOUN,silla,True
sombra,"shade, shadow",NOUN,sombra,True
sorpresa,surprise,NOUN,sorpresa,True
suma,"sum, amount, summary",NOUN,suma,True
superficie,"surface, area",NOUN,superficie,True
tarde,late (adv),ADV,tarde,True
técnica,"technique, skill",NOUN,técnica,True
televisión,"TV, television",NOUN,televisión,True
tendencia,"tendency, style",NOUN,tendencia,True
unidad,"unit, unity",NOUN,unidad,True
universidad,"university, college",NOUN,universidad,True
velocidad,"speed, velocity [also rapidez]",NOUN,velocidad,True
venta,sale,NOUN,venta,True
ventaja,"advantage, benefit",NOUN,ventaja,True
ventana,window,NOUN,ventana,True
violencia,violence,NOUN,violencia,True
virtud,"virtue, quality",NOUN,virtud,True
hambre,"hunger, starvation",NOUN,hambre,True
acceso,"access, entry",NOUN,acceso,True
accidente,"accident, irregularity",NOUN,accidente,True
acontecimiento,"event, happening",NOUN,acontecimiento,True
agosto,August,NOUN,agosto,True
alcance,"reach, scope",NOUN,alcance,True
alimento,"food, nourishment",NOUN,alimento,True
análisis,analysis,NOUN,análisis,True
ánimo,"zest, spirit, heart",NOUN,ánimo,True
aparato,"apparatus, device",NOUN,aparato,True
argumento,"argument, plot",NOUN,argumento,True
ataque,"attack, raid",NOUN,ataque,True
avión,"plane, airplane, aircraft",NOUN,avión,True
barco,boat,NOUN,barco,True
barrio,"neighborhood, district",NOUN,barrio,True
beneficio,"benefit, profit",NOUN,beneficio,True
café,"coffee, café",NOUN,café,True
capítulo,chapter,NOUN,capítulo,True
chico,boy&nbsp;[also muchacho],NOUN,chico,True
cine,"cinema, US movie theater",NOUN,cine,True
círculo,"circle, club",NOUN,círculo,True
coche,"car, carriage",NOUN,coche,True
colegio,"high school, college",NOUN,colegio,True
comentario,"remark, comment",NOUN,comentario,True
comienzo,"start, beginning",NOUN,comienzo,True
comportamiento,"behavior, conduct",NOUN,comportamiento,True
compromiso,"compromise, engagement",NOUN,compromiso,True
conflicto,conflict,NOUN,conflicto,True
consejo,"advice, council, counsel",NOUN,consejo,True
contenido,"contents, content",NOUN,contenido,True
criterio,criterion,NOUN,criterio,True
cuento,"story, tale",NOUN,cuento,True
daño,"harm, injury, damage",NOUN,daño,True
dedo,"finger, toe, digit",NOUN,dedo,True
defecto,defect,NOUN,defecto,True
departamento,"department, apartment",NOUN,departamento,True
diálogo,"dialogue, conversation",NOUN,diálogo,True
diciembre,December,NOUN,diciembre,True
discurso,"lecture, discourse, talk",NOUN,discurso,True
documento,document,NOUN,documento,True
domingo,Sunday,NOUN,domingo,True
dueño,"owner, landlord (m)",NOUN,dueño,True
ejercicio,"exercise, practice",NOUN,ejercicio,True
ejército,army,NOUN,ejército,True
empleado,employee,NOUN,empleado,True
empleo,"work, job, occupation",NOUN,empleo,True
enemigo,enemy,NOUN,enemigo,True
enero,January,NOUN,enero,True
equilibrio,balance,NOUN,equilibrio,True
espectáculo,"spectacle, show",NOUN,espectáculo,True
examen,"examination, exam",NOUN,examen,True
exceso,excess,NOUN,exceso,True
experto,expert,NOUN,experto,True
extranjero,foreigner (nm),NOUN,extranjero,True
fracaso,"failure, collapse",NOUN,fracaso,True
frío,cold (nm),NOUN,frío,True
fruto,"fruit, result",NOUN,fruto,True
fuego,"fire, gunfire",NOUN,fuego,True
futuro,future (adj),ADJ,ChatGPT doesn't think this is a valid POS tag,False
gasto,"expense, expenditure",NOUN,gasto,True
gato,cat,NOUN,gato,True
general,general (nm),NOUN,general,True
gesto,gesture,NOUN,gesto,True
habitante,inhabitant,NOUN,habitante,True
honor,"honor, honesty",NOUN,honor,True
hospital,hospital,NOUN,hospital,True
idioma,language,NOUN,idioma,True
indio,Indian,NOUN,indio,True
individuo,"individual, person",NOUN,individuo,True
instante,"instant, moment",NOUN,instante,True
intento,"attempt, try",NOUN,intento,True
interior,"interior, inside (adj)",ADJ,interior,True
invierno,winter,NOUN,invierno,True
kilómetro,kilometer,NOUN,kilómetro,True
maestro,master (adj),ADJ,ChatGPT doesn't think this is a valid POS tag,False
marco,"frame, mark, setting",NOUN,marco,True
marido,husband,NOUN,marido,True
material,material (adj),ADJ,ChatGPT doesn't think this is a valid POS tag,False
matrimonio,"marriage, married couple",NOUN,matrimonio,True
mayo,May,NOUN,mayo,True
mensaje,message,NOUN,mensaje,True
método,method,NOUN,método,True
nacimiento,"birth, origin",NOUN,nacimiento,True
organismo,"organization, organism, human body",NOUN,organismo,True
pan,bread,NOUN,pan,True
particular,"particular, detail, individual (nm)",NOUN,ChatGPT doesn't think this is a valid POS tag,False
pelo,hair&nbsp;[also cabello],NOUN,pelo,True
período,"period, time",NOUN,período,True
personal,"personnel, staff, staffing (nm)",NOUN,personal,True
placer,pleasure,NOUN,placer,True
plazo,"deadline, installment",NOUN,plazo,True
premio,"prize, reward",NOUN,premio,True
presente,"present, current (adj)",ADJ,presente,True
puente,bridge,NOUN,puente,True
puerto,"port, harbor",NOUN,puerto,True
rasgo,"feature, trait",NOUN,rasgo,True
rato,"moment, while, time",NOUN,rato,True
régimen,"regime, diet",NOUN,régimen,True
remedio,"alternative, cure, solution",NOUN,remedio,True
rey,king,NOUN,rey,True
riesgo,risk,NOUN,riesgo,True
ruido,noise,NOUN,ruido,True
salto,"jump, hop, skip",NOUN,salto,True
sector,"sector, area, section",NOUN,sector,True
signo,"sign, mark, symbol",NOUN,signo,True
sonido,sound,NOUN,sonido,True
sur,south,NOUN,sur,True
techo,"ceiling, roof",NOUN,techo,True
temor,fear [also miedo],NOUN,temor,True
territorio,territory,NOUN,territorio,True
en torno a; torno,"about, regarding",NOUN,Too many tokens,False
total,"sum, total (nm)",NOUN,total,True
tratamiento,"treatment, processing",NOUN,tratamiento,True
trato,"treatment, manner, agreement",NOUN,trato,True
tren,"train, convoy",NOUN,tren,True
vehículo,"vehicle, car",NOUN,vehículo,True
viento,"wind, scent",NOUN,viento,True
volumen,volume,NOUN,volumen,True
escritor,writer,NOUN,escritor,True
médico,medical (adj),ADJ,médico,True
político,politician (nm/f),NOUN,político,True
secretario,secretary,NOUN,secretario,True
corte,"court (f), cut (m)",NOUN,corte,True
margen,"edge, margin, border, brink",NOUN,margen,True
once,eleven,NUM,once,True
quince,fifteen,NUM,quince,True
sesenta,sixty,NUM,sesenta,True
aquél,that one over there (m),PRON,aquél,True
os,you (obj pl fam),PRON,tú,True
aclarar,"to clarify, clear up",VERB,aclarar,True
acudir,"to attend, go to, frequent",VERB,acudir,True
acumular,"to accumulate, amass",VERB,acumular,True
adoptar,to adopt,VERB,adoptar,True
alejar,to move away,VERB,alejar,True
amar,to love,VERB,amar,True
añadir,to add,VERB,añadir,True
analizar,to analyze,VERB,analizar,True
animar,to cheer up,VERB,animar,True
apreciar,to appreciate,VERB,apreciar,True
aprobar,"to pass a test, approve",VERB,aprobar,True
apuntar,"to point, note, aim",VERB,apuntar,True
arrancar,"to start a machine, uproot",VERB,arrancar,True
arrastrar,"to drag, pull",VERB,arrastrar,True
arreglar,"to fix, arrange",VERB,arreglar,True
asumir,"to assume, take on",VERB,asumir,True
atacar,to attack,VERB,atacar,True
atraer,to attract,VERB,atraer,True
atrever,to dare,VERB,atrever,True
basar,"to base on, base upon",VERB,basar,True
beber,to drink,VERB,beber,True
calcular,"to calculate, figure out",VERB,calcular,True
cantar,to sing,VERB,cantar,True
casar,to marry,VERB,casar,True
causar,"to cause, bring about",VERB,causar,True
ceder,"to give way, yield",VERB,ceder,True
celebrar,to celebrate,VERB,celebrar,True
citar,"to cite, quote",VERB,citar,True
cobrar,to charge money,VERB,cobrar,True
cometer,to commit,VERB,cometer,True
comparar,to compare,VERB,comparar,True
componer,"to compose, be part of",VERB,componer,True
conceder,"to grant, concede",VERB,conceder,True
concentrar,to concentrate,VERB,concentrar,True
concluir,"to conclude, finish",VERB,concluir,True
condenar,"to convict, condemn",VERB,condenar,True
confiar,"to trust, confide",VERB,confiar,True
confirmar,to confirm,VERB,confirmar,True
conformar,to conform,VERB,conformar,True
confundir,to confuse,VERB,confundir,True
consumir,"to consume, take in",VERB,consumir,True
contribuir,to contribute,VERB,contribuir,True
controlar,to control,VERB,controlar,True
convencer,"to convince, persuade",VERB,convencer,True
declarar,"to declare, testify",VERB,declarar,True
descansar,to rest,VERB,descansar,True
describir,to describe,VERB,describir,True
destinar,"to assign, appoint",VERB,destinar,True
destruir,"to destroy, ruin",VERB,destruir,True
determinar,"to determine, decide",VERB,determinar,True
devolver,"to give back, to return something [also retornar]",VERB,devolver,True
disfrutar,to enjoy [also gozar],VERB,disfrutar,True
dividir,to divide,VERB,dividir,True
dudar,to have doubt,VERB,dudar,True
ejercer,"to practice, exercise",VERB,ejercer,True
elevar,"to elevate, raise",VERB,elevar,True
encargar,"to entrust, [se] take charge of",VERB,encargar,True
equivocar,to be wrong,VERB,equivocar,True
estimar,"to estimate, hold in esteem",VERB,estimar,True
experimentar,"to experience, experiment",VERB,experimentar,True
fabricar,to manufacture,VERB,fabricar,True
facilitar,to facilitate,VERB,facilitar,True
figurar,"to appear, represent, figure in",VERB,figurar,True
fundar,"to found, base",VERB,fundar,True
girar,"to rotate, revolve",VERB,girar,True
gozar,to enjoy&nbsp;[also disfrutar],VERB,gozar,True
grabar,"to record, engrave",VERB,grabar,True
hallar,to find out,VERB,hallar,True
ignorar,to be unaware,VERB,ignorar,True
incorporar,"to incorporate, include",VERB,incorporar,True
integrar,"to integrate, fit in",VERB,integrar,True
interrumpir,to interrupt,VERB,interrumpir,True
inventar,"to invent, make up",VERB,inventar,True
justificar,"to justify, excuse",VERB,justificar,True
juzgar,to judge,VERB,juzgar,True
liberar,"to free, liberate",VERB,liberar,True
limitar,to limit,VERB,limitar,True
llorar,to cry,VERB,llorar,True
luchar,"to fight, wrestle",VERB,luchar,True
manifestar,"to express, show",VERB,manifestar,True
marchar,"to walk, to work (like a machine)",VERB,marchar,True
mezclar,to mix,VERB,mezclar,True
molestar,"to bother, disturb, upset",VERB,molestar,True
nombrar,"to name, appoint",VERB,nombrar,True
operar,to operate,VERB,operar,True
opinar,"to think, be of the opinion",VERB,opinar,True
oponer,to oppose,VERB,oponer,True
ordenar,"to put in order, organize",VERB,ordenar,True
parar,to stop moving,VERB,parar,True
pegar,"to hit, stick on",VERB,pegar,True
perseguir,to pursue,VERB,perseguir,True
pintar,to paint,VERB,pintar,True
poseer,"to possess, own",VERB,poseer,True
practicar,to practice,VERB,practicar,True
proceder,"to proceed, start",VERB,proceder,True
procurar,"to try, seek",VERB,procurar,True
proteger,to protect,VERB,proteger,True
proyectar,to project,VERB,proyectar,True
rechazar,to reject,VERB,rechazar,True
reflejar,to reflect,VERB,reflejar,True
reír,to laugh,VERB,reír,True
repartir,"to divide, deliver, distribute",VERB,repartir,True
requerir,to require,VERB,requerir,True
resistir,"to resist, endure",VERB,resistir,True
robar,"to rob, steal",VERB,robar,True
rodear,to surround,VERB,rodear,True
saltar,"to jump, leap, hop",VERB,saltar,True
solicitar,"to solicit, request",VERB,solicitar,True
someter,"to subject, submit, subjugate",VERB,someter,True
sonar,"to sound, ring",VERB,sonar,True
soportar,"to endure, stand (something)",VERB,soportar,True
sorprender,to surprise,VERB,sorprender,True
sugerir,"to suggest, hint at",VERB,sugerir,True
temer,to fear,VERB,temer,True
transmitir,"to transmit, broadcast",VERB,transmitir,True
trasladar,"to move, transfer",VERB,trasladar,True
vencer,"to overcome, conquer",VERB,vencer,True
vestir,"to wear, dress",VERB,vestir,True
volar,to fly,VERB,volar,True
acostumbrado,accustomed,ADJ,acostumbrado,True
agradable,"nice, pleasant",ADJ,agradable,True
aislado,isolated,ADJ,aislado,True
alejado,"remote, distant, aloof",ADJ,alejado,True
amarillo,yellow,ADJ,amarillo,True
ancho,wide (adj),ADJ,ancho,True
anciano,"elderly, aged",ADJ,anciano,True
aplicado,applied,ADJ,aplicado,True
argentino,Argentine,ADJ,argentino,True
armado,armed,ADJ,armado,True
artístico,artistic,ADJ,artístico,True
avanzado,advanced,ADJ,avanzado,True
bonito,"pretty, nice",ADJ,bonito,True
caliente,"hot, warm, spirited",ADJ,caliente,True
campesino,rural,ADJ,campesino,True
caro,"expensive, difficult, dear",ADJ,caro,True
casado,married,ADJ,casado,True
castellano,"Castilian, Spanish",ADJ,No examples found,False
científico,scientific (adj),ADJ,científico,True
circular,"to circulate, go around, flow (v)",VERB,circular,True
ciudadano,citizen (nm),NOUN,ciudadano,True
clave,key (nf),NOUN,clave,True
colectivo,"collective, joint (adj)",ADJ,colectivo,True
cómodo,"comfortable, convenient",ADJ,cómodo,True
conforme,in agreement,ADJ,No examples found,False
contento,"happy, content",ADJ,contento,True
continuo,continuous,ADJ,continuo,True
conveniente,convenient,ADJ,conveniente,True
crítico,critical (adj),ADJ,crítico,True
cubierto,covered,ADJ,cubierto,True
decidido,"determined, resolute",ADJ,decidido,True
digno,worthy,ADJ,digno,True
divino,divine,ADJ,divino,True
doméstico,domestic,ADJ,doméstico,True
dulce,sweet (adj),ADJ,dulce,True
efectivo,effective [also eficaz],ADJ,efectivo,True
eficaz,effective&nbsp;[also efectivo],ADJ,eficaz,True
elegante,"elegant, smart, stylish",ADJ,elegante,True
